image,candidate_image,matched,score,keyword,matched_text,text_count
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00121_372545325162.webp,,False,47.05,softcare,OLE,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00122_5570a855f9eb.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00122_5570a855f9eb.webp,True,81.22,softcare,SOFTA,18
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00123_6aa789e2e711.webp,,False,36.18,softcare,HOTTISH GRILL,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00124_d59555f8b555.webp,,False,48.57,softcare,TERGENT,17
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00125_dd14d59734b1.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00125_dd14d59734b1.webp,True,65.37,softcare,FREE,16
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00126_64cd218c7341.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00126_64cd218c7341.webp,True,78.99,softcare,FRE,13
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00127_ec6f183be9eb.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00127_ec6f183be9eb.webp,True,74.65,softcare,tre,18
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00128_c62530fd40d3.webp,,False,35.47,softcare,ENA,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00129_317a0c976a0e.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00129_317a0c976a0e.webp,True,67.48,softcare,leesoft,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00130_6bd58b423f5f.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00130_6bd58b423f5f.webp,True,68.49,softcare,cavre,11
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00131_b58aeae51d56.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00131_b58aeae51d56.webp,True,64.87,softcare,Kleesoft,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00132_0ef47bce6e2d.webp,,False,38.48,softcare,ANOINTED SHOP,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00133_182215ca4382.webp,,False,35.98,softcare,AGYEIWAA,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00133_6b867ed65f72.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00133_6b867ed65f72.webp,True,85.27,softcare,Softcare,33
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00133_d4dc338ff7c4.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00133_d4dc338ff7c4.webp,True,75.7,softcare,Saftcare,10
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00134_cb82258359cf.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00134_cb82258359cf.webp,True,65.96,softcare,CE,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00135_fdfa7e52a0c3.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00135_fdfa7e52a0c3.webp,True,62.34,softcare,Saftcave,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00136_207d01a1ad61.webp,,False,59.1,softcare,NISS MOTHER ESSENTIAL,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00137_d88d1becfeeb.webp,,False,35.79,softcare,GODISGREAT SURO NIPA,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00138_98fdb5417708.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00138_98fdb5417708.webp,True,86.02,softcare,ftcare,41
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_4b6d773a56ac.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_4b6d773a56ac.webp,True,75.5,softcare,tcare,23
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_606dfe604e35.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_606dfe604e35.webp,True,61.42,softcare,tcane,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_726d91c8b70c.webp,,False,43.62,softcare,little by little supermarket,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_9094106f322f.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_9094106f322f.webp,True,71.83,softcare,ARIEI,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00139_ba8caeea7db3.webp,,False,54.73,softcare,Softearu,10
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00140_231610274228.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00140_231610274228.webp,True,62.01,softcare,medisoft,15
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00141_6d9823dae196.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00141_6d9823dae196.webp,True,63.34,softcare,tcare,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00142_aa9d8ce2fd40.webp,,False,52.22,softcare,AVr,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00143_5ca6083c0464.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00143_5ca6083c0464.webp,True,71.87,softcare,E,37
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00144_c436ea81e529.webp,,False,53.41,softcare,Carhena,45
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00145_53ceef213521.webp,,False,34.45,softcare,ALLIN ONE,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00146_c2f801267527.webp,,False,49.5,softcare,VEN,16
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00147_4782303b2762.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00147_4782303b2762.webp,True,63.25,softcare,leesoft,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00147_5c79f4c367ac.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00147_5c79f4c367ac.webp,True,79.16,softcare,esoft,15
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00148_fbdfb55da5cf.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00148_fbdfb55da5cf.webp,True,81.36,softcare,Softco,24
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00149_250decdf4d7b.webp,,False,45.65,softcare,CECILIAVENTURES,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00150_df8922941bc5.webp,,False,54.88,softcare,O,10
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00151_704850e9e24a.webp,,False,54.25,softcare,omfort,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00152_280979b9866d.webp,,False,39.42,softcare,avita,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00153_20eee95659dd.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00153_20eee95659dd.webp,True,63.88,softcare,medisoft,21
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00154_2580b61a07f3.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00154_2580b61a07f3.webp,True,85.78,softcare,Softcare,21
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00154_5609160bbefc.webp,,False,49.68,softcare,Charlotteprovision,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00155_fb7125e10373.webp,,False,41.22,softcare,COMFORT SHOP,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00156_9517d8d924c4.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00156_9517d8d924c4.webp,True,97.27,softcare,R,17
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00157_713ae05bfd9b.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00157_713ae05bfd9b.webp,True,67.73,softcare,SOFT&G,11
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00158_68be1130ae71.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00158_68be1130ae71.webp,True,68.02,softcare,trare,20
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00159_e15514b442ca.webp,,False,35.91,softcare,MAVIS ENT,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00160_71b18ef6b03f.webp,,False,32.85,softcare,MAWULOLOENT,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00161_a69627f22e2c.webp,,False,38.03,softcare,MAMA GIFT,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00162_600c76c1ad85.webp,,False,41.81,softcare,SOPHIA'SSHOP,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00163_86dfb3b34bcc.webp,,False,59.26,softcare,SOFT&SMOOH,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00164_b0f1f8f27ad3.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00164_b0f1f8f27ad3.webp,True,98.91,softcare,a,13
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00165_e3c075ec0ac0.webp,,False,38.51,softcare,HAPPY YOURSELF,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00166_63a2259fb141.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00166_63a2259fb141.webp,True,65.72,softcare,Kleesoft,21
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00167_fc1202a40d22.webp,,False,39.72,softcare,SAVONMEDICAL,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00168_0f08f644de32.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00168_0f08f644de32.webp,True,65.61,softcare,Kleesoft,26
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00169_1664a02bdb16.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00169_1664a02bdb16.webp,True,85.32,softcare,RE,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00170_e4604cc768fa.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00170_e4604cc768fa.webp,True,76.06,softcare,"Softcave""",29
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00171_aa88513b70fd.webp,,False,49.72,softcare,Madar,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00172_799c82aa254d.webp,,False,59.33,softcare,parkies,18
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00173_6d69e6e32d71.webp,,False,50.37,softcare,Comfrey,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00173_94a9709fa21a.webp,,False,42.1,softcare,SECOND CHANCE,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00173_f474a4a7f9a3.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00173_f474a4a7f9a3.webp,True,98.1,softcare,soft,20
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00174_04219d1fefcb.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00174_04219d1fefcb.webp,True,63.39,softcare,Kleesoft,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00175_7e7e5a037937.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00175_7e7e5a037937.webp,True,68.76,softcare,Saftcare,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00175_a2d394d866b8.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00175_a2d394d866b8.webp,True,67.55,softcare,e,23
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00176_6028aa46367a.webp,,False,44.05,softcare,Santex,13
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00176_6baa3851c892.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00176_6baa3851c892.webp,True,64.65,softcare,Kleesoft,14
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00177_39f172296d59.webp,,False,47.69,softcare,KEY,31
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00177_d88a03136976.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00177_d88a03136976.webp,True,89.65,softcare,S,17
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00178_2db733d8bd50.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00178_2db733d8bd50.webp,True,60.79,softcare,Kleesoft,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_029b17fe6f98.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_029b17fe6f98.webp,True,79.66,softcare,tcare,19
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_15ab83c8f6e9.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_15ab83c8f6e9.webp,True,74.43,softcare,Softcave,24
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_b9c6f7d77ea0.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_b9c6f7d77ea0.webp,True,65.89,softcare,SOFT&SMOOTH,16
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_c55a10cf1e31.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00179_c55a10cf1e31.webp,True,78.8,softcare,eesoft,40
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00180_0cf39e205ec8.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00180_0cf39e205ec8.webp,True,74.73,softcare,Softcare,10
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00181_391a076538c0.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00181_391a076538c0.webp,True,69.69,softcare,Softcave,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00182_eaf3aa854fa8.webp,,False,49.91,softcare,CATEDSO,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00183_2db722efb68d.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00183_2db722efb68d.webp,True,60.86,softcare,AMILAMSTORE,13
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00184_72c8ded1511b.webp,,False,50.36,softcare,Saft,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00185_d3cf0056f310.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00185_d3cf0056f310.webp,True,60.67,softcare,ST.PREVAILVENTURES,13
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00186_f6deacc77e84.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00186_f6deacc77e84.webp,True,96.95,softcare,SOFTCAREFMMANUFACTURINGLIMITEDCOMPANY,39
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00187_bed45c0b74c6.webp,,False,45.2,softcare,YAYRAHVENTURES,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00188_7478fa0caadf.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00188_7478fa0caadf.webp,True,76.29,softcare,Saftcare,30
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00188_cc2095471273.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00188_cc2095471273.webp,True,82.82,softcare,esoft,17
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00189_2fbdb5cbffac.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00189_2fbdb5cbffac.webp,True,82.87,softcare,A,8
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00190_07a82b1cd878.webp,,False,53.94,softcare,GARI,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00191_e24dd879d95b.webp,,False,54.42,softcare,Avri,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00192_1716916c5b9b.webp,,False,37.13,softcare,YEHOWANEMEHWEFO,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00193_b848620fe2b7.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00193_b848620fe2b7.webp,True,62.21,softcare,MORECAREMORELOVE,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00194_94c2cb74cd72.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00194_94c2cb74cd72.webp,True,73.04,softcare,eesoft,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00195_489ccdba43f7.webp,,False,57.79,softcare,asop,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00196_ca2fdbc21af3.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00196_ca2fdbc21af3.webp,True,65.93,softcare,coft,15
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00197_ee25677447a2.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00197_ee25677447a2.webp,True,66.03,softcare,Ceres,22
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00198_add9cfd19e93.webp,,False,43.43,softcare,LIN VENTURES,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00199_49225a1ebe58.webp,,False,43.8,softcare,BEST BEFOREDATE:APR.2035,18
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00200_440755eed232.webp,,False,39.68,softcare,PKENTERPRISE,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00201_92e27eb15324.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00201_92e27eb15324.webp,True,98.69,softcare,SOFTCARE,36
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00202_7ee9232a66ff.webp,,False,39.74,softcare,FAUSTINAPOLKUUENTERPRISE,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00203_09d6f4de8dac.webp,,False,45.66,softcare,DRYBONESSHALLRISEVENTURES,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00204_b7a696dac5b9.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00204_b7a696dac5b9.webp,True,80.42,softcare,"Softcare""",25
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00205_e3f81cbf614e.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00205_e3f81cbf614e.webp,True,78.03,softcare,S,15
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00206_5fd562d95144.webp,,False,27.51,softcare,HABUK RASH,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00207_af28fcc9f7bf.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00207_af28fcc9f7bf.webp,True,92.85,softcare,soft,38
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00208_0d481723b758.webp,,False,51.09,softcare,3SSOW,11
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00208_ffe29408f600.webp,,False,55.62,softcare,SHITO,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00209_af405c2e11c0.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00209_af405c2e11c0.webp,True,90.36,softcare,THCARE,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00210_fb126bff94c0.webp,,False,29.56,softcare,INSHA ALLAHAHU,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00211_07e4e67ca3c3.webp,,False,37.12,softcare,lanee,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00212_a8617485414b.webp,,False,39.76,softcare,ACHIAAENT,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00212_c2d07d03c457.webp,,False,58.76,softcare,Xleesoft,16
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00213_60b6468e8e64.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00213_60b6468e8e64.webp,True,89.16,softcare,Softcare',13
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00213_adad78806623.webp,,False,38.9,softcare,ARMONIA,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00214_b53bafcace10.webp,,False,38.26,softcare,MIPES PLUS ENTERPRISE,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00215_6584b8054f1e.webp,,False,56.58,softcare,EHERE,31
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00216_3ed74d4fd23d.webp,,False,59.3,softcare,DOF,11
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00217_e6f5c7e2cfca.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00217_e6f5c7e2cfca.webp,True,65.96,softcare,leesoft,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00218_79368c0fdf18.webp,,False,45.14,softcare,Sefteae,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00218_d2903d28f376.webp,,False,32.1,softcare,Hash,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00219_03a68c93be72.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00219_03a68c93be72.webp,True,74.91,softcare,eesoft,10
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00220_f226d03e3973.webp,,False,56.07,softcare,GARI,12
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00221_9c8455715539.webp,,False,48.41,softcare,CRYSTALVENTURES,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00222_154d174c9b79.webp,,False,47.09,softcare,R/C,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00223_00397dbdec93.webp,,False,58.64,softcare,oltcave,20
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00224_00312dae4624.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00224_00312dae4624.webp,True,64.4,softcare,Kleesoft,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00224_b760b87de097.webp,,False,33.03,softcare,SUSANA,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00225_cd926a76c6dd.webp,,False,49.78,softcare,ENA,6
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00226_0f33ce2c49bb.webp,,False,39.25,softcare,Fidaus Enterprise,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00226_a0efdc39cedb.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00226_a0efdc39cedb.webp,True,77.14,softcare,SMO,14
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00227_215866717674.webp,,False,47.97,softcare,Madar,14
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00227_26927c3bf5de.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00227_26927c3bf5de.webp,True,76.5,softcare,e,50
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00228_1c45fd6b2660.webp,,False,43.71,softcare,NESCAP,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00229_9c055e13e3fb.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00229_9c055e13e3fb.webp,True,74.73,softcare,eesoft,9
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00229_d14a181987b5.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00229_d14a181987b5.webp,True,60.95,softcare,Free tostre,20
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00229_df24461c3ad2.webp,,False,49.12,softcare,ACESHEFFMART,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00230_231d2139b2de.webp,,False,56.66,softcare,SIMON,10
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00231_a9a9275d742d.webp,,False,43.6,softcare,3-Layer,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00232_bbcb5f1b8c67.webp,,False,39.68,softcare,DIMBAENTERPRISE,4
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00233_721dbdd0f518.webp,,False,39.14,softcare,IHSAANENT,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00234_4d5bac052c64.webp,,False,49.2,softcare,MEDICATEDSOAP,36
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00235_266816210832.webp,,False,52.17,softcare,a,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00236_3fc63fc0534d.webp,,False,35.95,softcare,NHYIRAMAAME,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00237_6a9a22758152.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00237_6a9a22758152.webp,True,60.03,softcare,Twimiwaa Store,18
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00238_457b2a59010c.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00238_457b2a59010c.webp,True,61.0,softcare,EVELYNSTORE,26
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00239_4e6f4f84f6df.webp,,False,49.71,softcare,ENSONYAMEYE,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00240_5b27a57817c3.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00240_5b27a57817c3.webp,True,66.08,softcare,SOFT&SMOOTH,22
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00241_022239a3b3a1.webp,,False,32.99,softcare,NEVERFAILSSHOP,5
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00242_7a4a3250954d.webp,/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00242_7a4a3250954d.webp,True,66.03,softcare,SOFT&SMOOTH,7
/Users/guobiao/PRO/me/yoloExample/datasets/softcare/raw/images/row00243_fd19fcd436d4.webp,,False,28.16,softcare,EYEYESUADOM,4
